user,arn,user_creation_time,password_enabled,password_last_used,mfa_active,access_key_1_active,access_key_1_last_rotated,access_key_1_last_used_date
user-devops-001,arn:aws:iam::123456789012:user/user-devops-001,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,false,N/A,N/A
user-devops-002,arn:aws:iam::123456789012:user/user-devops-002,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2026-02-02T02:27:06.023424+00:00,2026-02-03T02:27:06.023424+00:00
user-engineering-003,arn:aws:iam::123456789012:user/user-engineering-003,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-04-08T02:27:06.023424+00:00,2026-04-09T02:27:06.023424+00:00
user-security-004,arn:aws:iam::123456789012:user/user-security-004,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,false,true,2026-04-28T02:27:06.023424+00:00,2026-04-29T02:27:06.023424+00:00
user-hr-005,arn:aws:iam::123456789012:user/user-hr-005,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2026-01-20T02:27:06.023424+00:00,2026-01-21T02:27:06.023424+00:00
user-engineering-006,arn:aws:iam::123456789012:user/user-engineering-006,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,true,2026-04-04T02:27:06.023424+00:00,2026-04-05T02:27:06.023424+00:00
user-engineering-007,arn:aws:iam::123456789012:user/user-engineering-007,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2026-01-25T02:27:06.023424+00:00,2026-01-26T02:27:06.023424+00:00
user-hr-008,arn:aws:iam::123456789012:user/user-hr-008,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2026-04-02T02:27:06.023424+00:00,2026-04-03T02:27:06.023424+00:00
user-hr-009,arn:aws:iam::123456789012:user/user-hr-009,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,false,N/A,N/A
user-devops-010,arn:aws:iam::123456789012:user/user-devops-010,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,false,true,2026-03-22T02:27:06.023424+00:00,2026-03-23T02:27:06.023424+00:00
user-product-011,arn:aws:iam::123456789012:user/user-product-011,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2025-11-24T02:27:06.023424+00:00,2025-11-25T02:27:06.023424+00:00
user-security-012,arn:aws:iam::123456789012:user/user-security-012,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,false,N/A,N/A
user-finance-013,arn:aws:iam::123456789012:user/user-finance-013,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-04-10T02:27:06.023424+00:00,2026-04-11T02:27:06.023424+00:00
user-product-014,arn:aws:iam::123456789012:user/user-product-014,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,false,true,2026-03-30T02:27:06.023424+00:00,2026-03-31T02:27:06.023424+00:00
user-product-015,arn:aws:iam::123456789012:user/user-product-015,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2026-04-25T02:27:06.023424+00:00,2026-04-26T02:27:06.023424+00:00
user-devops-016,arn:aws:iam::123456789012:user/user-devops-016,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2026-02-09T02:27:06.023424+00:00,2026-02-10T02:27:06.023424+00:00
user-hr-017,arn:aws:iam::123456789012:user/user-hr-017,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,true,2026-03-02T02:27:06.023424+00:00,2026-03-03T02:27:06.023424+00:00
user-engineering-018,arn:aws:iam::123456789012:user/user-engineering-018,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,false,N/A,N/A
user-devops-019,arn:aws:iam::123456789012:user/user-devops-019,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2026-02-06T02:27:06.023424+00:00,2026-02-07T02:27:06.023424+00:00
user-product-020,arn:aws:iam::123456789012:user/user-product-020,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,false,true,2026-01-21T02:27:06.023424+00:00,2026-01-22T02:27:06.023424+00:00
user-product-021,arn:aws:iam::123456789012:user/user-product-021,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,false,N/A,N/A
user-product-022,arn:aws:iam::123456789012:user/user-product-022,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-02-09T02:27:06.023424+00:00,2026-02-10T02:27:06.023424+00:00
user-hr-023,arn:aws:iam::123456789012:user/user-hr-023,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,true,2026-02-23T02:27:06.023424+00:00,2026-02-24T02:27:06.023424+00:00
user-hr-024,arn:aws:iam::123456789012:user/user-hr-024,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,false,true,2025-12-07T02:27:06.023424+00:00,2025-12-08T02:27:06.023424+00:00
user-devops-025,arn:aws:iam::123456789012:user/user-devops-025,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,false,true,2026-02-13T02:27:06.023424+00:00,2026-02-14T02:27:06.023424+00:00
user-engineering-026,arn:aws:iam::123456789012:user/user-engineering-026,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,true,2026-02-06T02:27:06.023424+00:00,2026-02-07T02:27:06.023424+00:00
user-engineering-027,arn:aws:iam::123456789012:user/user-engineering-027,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,false,N/A,N/A
user-hr-028,arn:aws:iam::123456789012:user/user-hr-028,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,false,false,N/A,N/A
user-security-029,arn:aws:iam::123456789012:user/user-security-029,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2025-11-08T02:27:06.023424+00:00,2025-11-09T02:27:06.023424+00:00
user-devops-030,arn:aws:iam::123456789012:user/user-devops-030,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-01-18T02:27:06.023424+00:00,2026-01-19T02:27:06.023424+00:00
user-devops-031,arn:aws:iam::123456789012:user/user-devops-031,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,false,true,2025-12-24T02:27:06.023424+00:00,2025-12-25T02:27:06.023424+00:00
user-finance-032,arn:aws:iam::123456789012:user/user-finance-032,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,true,2026-01-30T02:27:06.023424+00:00,2026-01-31T02:27:06.023424+00:00
user-finance-033,arn:aws:iam::123456789012:user/user-finance-033,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2026-02-27T02:27:06.023424+00:00,2026-02-28T02:27:06.023424+00:00
user-engineering-034,arn:aws:iam::123456789012:user/user-engineering-034,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,false,N/A,N/A
user-devops-035,arn:aws:iam::123456789012:user/user-devops-035,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2026-01-03T02:27:06.023424+00:00,2026-01-04T02:27:06.023424+00:00
user-finance-036,arn:aws:iam::123456789012:user/user-finance-036,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-02-04T02:27:06.023424+00:00,2026-02-05T02:27:06.023424+00:00
user-hr-037,arn:aws:iam::123456789012:user/user-hr-037,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,false,false,N/A,N/A
user-product-038,arn:aws:iam::123456789012:user/user-product-038,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,false,false,N/A,N/A
user-finance-039,arn:aws:iam::123456789012:user/user-finance-039,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,false,true,2025-11-01T02:27:06.023424+00:00,2025-11-02T02:27:06.023424+00:00
user-devops-040,arn:aws:iam::123456789012:user/user-devops-040,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,true,2026-02-07T02:27:06.023424+00:00,2026-02-08T02:27:06.023424+00:00
user-product-041,arn:aws:iam::123456789012:user/user-product-041,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,true,2026-02-02T02:27:06.023424+00:00,2026-02-03T02:27:06.023424+00:00
user-devops-042,arn:aws:iam::123456789012:user/user-devops-042,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-02-27T02:27:06.023424+00:00,2026-02-28T02:27:06.023424+00:00
user-engineering-043,arn:aws:iam::123456789012:user/user-engineering-043,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,false,false,N/A,N/A
user-finance-044,arn:aws:iam::123456789012:user/user-finance-044,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,false,N/A,N/A
user-product-045,arn:aws:iam::123456789012:user/user-product-045,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2025-11-19T02:27:06.023424+00:00,2025-11-20T02:27:06.023424+00:00
user-security-046,arn:aws:iam::123456789012:user/user-security-046,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,false,N/A,N/A
user-finance-047,arn:aws:iam::123456789012:user/user-finance-047,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,false,false,N/A,N/A
user-product-048,arn:aws:iam::123456789012:user/user-product-048,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-049,arn:aws:iam::123456789012:user/user-security-049,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,false,N/A,N/A
user-devops-050,arn:aws:iam::123456789012:user/user-devops-050,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-03-05T02:27:06.023424+00:00,2026-03-06T02:27:06.023424+00:00
user-hr-051,arn:aws:iam::123456789012:user/user-hr-051,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,false,true,2026-02-22T02:27:06.023424+00:00,2026-02-23T02:27:06.023424+00:00
user-hr-052,arn:aws:iam::123456789012:user/user-hr-052,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,false,N/A,N/A
user-devops-053,arn:aws:iam::123456789012:user/user-devops-053,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,false,false,N/A,N/A
user-engineering-054,arn:aws:iam::123456789012:user/user-engineering-054,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-055,arn:aws:iam::123456789012:user/user-security-055,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-056,arn:aws:iam::123456789012:user/user-security-056,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,false,true,2026-04-13T02:27:06.023424+00:00,2026-04-14T02:27:06.023424+00:00
user-product-057,arn:aws:iam::123456789012:user/user-product-057,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2025-11-27T02:27:06.023424+00:00,2025-11-28T02:27:06.023424+00:00
user-engineering-058,arn:aws:iam::123456789012:user/user-engineering-058,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2025-12-04T02:27:06.023424+00:00,2025-12-05T02:27:06.023424+00:00
user-devops-059,arn:aws:iam::123456789012:user/user-devops-059,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2025-11-27T02:27:06.023424+00:00,2025-11-28T02:27:06.023424+00:00
user-devops-060,arn:aws:iam::123456789012:user/user-devops-060,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,false,N/A,N/A
user-hr-061,arn:aws:iam::123456789012:user/user-hr-061,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,true,2026-02-08T02:27:06.023424+00:00,2026-02-09T02:27:06.023424+00:00
user-security-062,arn:aws:iam::123456789012:user/user-security-062,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,false,N/A,N/A
user-product-063,arn:aws:iam::123456789012:user/user-product-063,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2026-04-20T02:27:06.023424+00:00,2026-04-21T02:27:06.023424+00:00
user-product-064,arn:aws:iam::123456789012:user/user-product-064,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,true,2025-12-30T02:27:06.023424+00:00,2025-12-31T02:27:06.023424+00:00
user-finance-065,arn:aws:iam::123456789012:user/user-finance-065,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2026-01-27T02:27:06.023424+00:00,2026-01-28T02:27:06.023424+00:00
user-hr-066,arn:aws:iam::123456789012:user/user-hr-066,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-03-12T02:27:06.023424+00:00,2026-03-13T02:27:06.023424+00:00
user-finance-067,arn:aws:iam::123456789012:user/user-finance-067,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2025-12-09T02:27:06.023424+00:00,2025-12-10T02:27:06.023424+00:00
user-product-068,arn:aws:iam::123456789012:user/user-product-068,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,true,2026-01-19T02:27:06.023424+00:00,2026-01-20T02:27:06.023424+00:00
user-product-069,arn:aws:iam::123456789012:user/user-product-069,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2025-11-15T02:27:06.023424+00:00,2025-11-16T02:27:06.023424+00:00
user-security-070,arn:aws:iam::123456789012:user/user-security-070,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-04-01T02:27:06.023424+00:00,2026-04-02T02:27:06.023424+00:00
user-product-071,arn:aws:iam::123456789012:user/user-product-071,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,false,false,N/A,N/A
user-security-072,arn:aws:iam::123456789012:user/user-security-072,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,false,true,2025-12-01T02:27:06.023424+00:00,2025-12-02T02:27:06.023424+00:00
user-finance-073,arn:aws:iam::123456789012:user/user-finance-073,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,true,2026-04-10T02:27:06.023424+00:00,2026-04-11T02:27:06.023424+00:00
user-hr-074,arn:aws:iam::123456789012:user/user-hr-074,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,false,N/A,N/A
user-security-075,arn:aws:iam::123456789012:user/user-security-075,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,true,2026-01-10T02:27:06.023424+00:00,2026-01-11T02:27:06.023424+00:00
user-security-076,arn:aws:iam::123456789012:user/user-security-076,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,false,true,2026-03-22T02:27:06.023424+00:00,2026-03-23T02:27:06.023424+00:00
user-hr-077,arn:aws:iam::123456789012:user/user-hr-077,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,false,false,N/A,N/A
user-security-078,arn:aws:iam::123456789012:user/user-security-078,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2026-01-23T02:27:06.023424+00:00,2026-01-24T02:27:06.023424+00:00
user-devops-079,arn:aws:iam::123456789012:user/user-devops-079,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,false,N/A,N/A
user-hr-080,arn:aws:iam::123456789012:user/user-hr-080,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2026-01-14T02:27:06.023424+00:00,2026-01-15T02:27:06.023424+00:00
user-engineering-081,arn:aws:iam::123456789012:user/user-engineering-081,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2026-03-30T02:27:06.023424+00:00,2026-03-31T02:27:06.023424+00:00
user-finance-082,arn:aws:iam::123456789012:user/user-finance-082,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-01-01T02:27:06.023424+00:00,2026-01-02T02:27:06.023424+00:00
user-finance-083,arn:aws:iam::123456789012:user/user-finance-083,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,false,true,2026-03-09T02:27:06.023424+00:00,2026-03-10T02:27:06.023424+00:00
user-engineering-084,arn:aws:iam::123456789012:user/user-engineering-084,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,false,N/A,N/A
user-finance-085,arn:aws:iam::123456789012:user/user-finance-085,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-086,arn:aws:iam::123456789012:user/user-security-086,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-02-09T02:27:06.023424+00:00,2026-02-10T02:27:06.023424+00:00
user-engineering-087,arn:aws:iam::123456789012:user/user-engineering-087,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,false,true,2026-01-09T02:27:06.023424+00:00,2026-01-10T02:27:06.023424+00:00
user-security-088,arn:aws:iam::123456789012:user/user-security-088,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,false,N/A,N/A
user-hr-089,arn:aws:iam::123456789012:user/user-hr-089,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-090,arn:aws:iam::123456789012:user/user-security-090,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,false,N/A,N/A
user-product-091,arn:aws:iam::123456789012:user/user-product-091,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,false,false,N/A,N/A
user-finance-092,arn:aws:iam::123456789012:user/user-finance-092,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-02-16T02:27:06.023424+00:00,2026-02-17T02:27:06.023424+00:00
user-devops-093,arn:aws:iam::123456789012:user/user-devops-093,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,true,2025-11-16T02:27:06.023424+00:00,2025-11-17T02:27:06.023424+00:00
user-devops-094,arn:aws:iam::123456789012:user/user-devops-094,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,false,true,2026-01-29T02:27:06.023424+00:00,2026-01-30T02:27:06.023424+00:00
user-finance-095,arn:aws:iam::123456789012:user/user-finance-095,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,false,N/A,N/A
user-devops-096,arn:aws:iam::123456789012:user/user-devops-096,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2025-12-01T02:27:06.023424+00:00,2025-12-02T02:27:06.023424+00:00
user-product-097,arn:aws:iam::123456789012:user/user-product-097,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-04-18T02:27:06.023424+00:00,2026-04-19T02:27:06.023424+00:00
user-security-098,arn:aws:iam::123456789012:user/user-security-098,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2025-12-04T02:27:06.023424+00:00,2025-12-05T02:27:06.023424+00:00
user-product-099,arn:aws:iam::123456789012:user/user-product-099,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-01-24T02:27:06.023424+00:00,2026-01-25T02:27:06.023424+00:00
user-finance-100,arn:aws:iam::123456789012:user/user-finance-100,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,false,N/A,N/A
user-finance-101,arn:aws:iam::123456789012:user/user-finance-101,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2025-12-24T02:27:06.023424+00:00,2025-12-25T02:27:06.023424+00:00
user-engineering-102,arn:aws:iam::123456789012:user/user-engineering-102,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,false,N/A,N/A
user-devops-103,arn:aws:iam::123456789012:user/user-devops-103,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,true,true,2025-11-25T02:27:06.023424+00:00,2025-11-26T02:27:06.023424+00:00
user-hr-104,arn:aws:iam::123456789012:user/user-hr-104,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,true,true,2025-12-13T02:27:06.023424+00:00,2025-12-14T02:27:06.023424+00:00
user-hr-105,arn:aws:iam::123456789012:user/user-hr-105,2025-04-29T02:27:06.023424+00:00,true,2026-04-24T02:27:06.023424+00:00,false,false,N/A,N/A
user-devops-106,arn:aws:iam::123456789012:user/user-devops-106,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2026-04-20T02:27:06.023424+00:00,2026-04-21T02:27:06.023424+00:00
user-finance-107,arn:aws:iam::123456789012:user/user-finance-107,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,true,2025-12-12T02:27:06.023424+00:00,2025-12-13T02:27:06.023424+00:00
user-product-108,arn:aws:iam::123456789012:user/user-product-108,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-04-15T02:27:06.023424+00:00,2026-04-16T02:27:06.023424+00:00
user-hr-109,arn:aws:iam::123456789012:user/user-hr-109,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2026-02-15T02:27:06.023424+00:00,2026-02-16T02:27:06.023424+00:00
user-devops-110,arn:aws:iam::123456789012:user/user-devops-110,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,true,2025-11-13T02:27:06.023424+00:00,2025-11-14T02:27:06.023424+00:00
user-engineering-111,arn:aws:iam::123456789012:user/user-engineering-111,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,false,N/A,N/A
user-engineering-112,arn:aws:iam::123456789012:user/user-engineering-112,2025-04-29T02:27:06.023424+00:00,true,2026-04-19T02:27:06.023424+00:00,true,false,N/A,N/A
user-security-113,arn:aws:iam::123456789012:user/user-security-113,2025-04-29T02:27:06.023424+00:00,true,2026-04-27T02:27:06.023424+00:00,true,true,2026-03-01T02:27:06.023424+00:00,2026-03-02T02:27:06.023424+00:00
user-product-114,arn:aws:iam::123456789012:user/user-product-114,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2025-12-15T02:27:06.023424+00:00,2025-12-16T02:27:06.023424+00:00
user-finance-115,arn:aws:iam::123456789012:user/user-finance-115,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2025-12-06T02:27:06.023424+00:00,2025-12-07T02:27:06.023424+00:00
user-product-116,arn:aws:iam::123456789012:user/user-product-116,2025-04-29T02:27:06.023424+00:00,true,2026-04-26T02:27:06.023424+00:00,true,true,2025-12-03T02:27:06.023424+00:00,2025-12-04T02:27:06.023424+00:00
user-hr-117,arn:aws:iam::123456789012:user/user-hr-117,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2026-04-04T02:27:06.023424+00:00,2026-04-05T02:27:06.023424+00:00
user-engineering-118,arn:aws:iam::123456789012:user/user-engineering-118,2025-04-29T02:27:06.023424+00:00,true,2026-04-20T02:27:06.023424+00:00,true,true,2026-02-13T02:27:06.023424+00:00,2026-02-14T02:27:06.023424+00:00
user-security-119,arn:aws:iam::123456789012:user/user-security-119,2025-04-29T02:27:06.023424+00:00,true,2026-04-22T02:27:06.023424+00:00,true,true,2026-01-20T02:27:06.023424+00:00,2026-01-21T02:27:06.023424+00:00
user-finance-120,arn:aws:iam::123456789012:user/user-finance-120,2025-04-29T02:27:06.023424+00:00,true,2026-04-23T02:27:06.023424+00:00,true,false,N/A,N/A
user-finance-121,arn:aws:iam::123456789012:user/user-finance-121,2025-04-29T02:27:06.023424+00:00,true,2026-04-21T02:27:06.023424+00:00,true,true,2026-02-16T02:27:06.023424+00:00,2026-02-17T02:27:06.023424+00:00
user-hr-122,arn:aws:iam::123456789012:user/user-hr-122,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2025-11-09T02:27:06.023424+00:00,2025-11-10T02:27:06.023424+00:00
user-hr-123,arn:aws:iam::123456789012:user/user-hr-123,2025-04-29T02:27:06.023424+00:00,true,2026-04-28T02:27:06.023424+00:00,false,false,N/A,N/A
user-finance-124,arn:aws:iam::123456789012:user/user-finance-124,2025-04-29T02:27:06.023424+00:00,true,2026-04-25T02:27:06.023424+00:00,true,true,2026-04-08T02:27:06.023424+00:00,2026-04-09T02:27:06.023424+00:00
